entry,dist,date,feedname,feed,title
LATimes|761,0.3985389135330114,2015-07-17,LATimes,3,"German lawmakers back Merkel, giving approval to new Greek bailout talks"
BostonHerald|379,0.6472380298684965,2015-07-15,BostonHerald,0,Israeli premier criticizes Iran deal; his rival to lobby US
NYPost|104,0.6577825499591164,2015-07-14,NYPost,4,Formal nuclear deal has been reached with Iran
BostonHerald|341,0.5779867897882259,2015-07-15,BostonHerald,0,What relief? Greek economy on its knees despite bailout deal
WashingtonPost|82,0.8796580767782424,2015-07-14,WashingtonPost,9,"In the Senate, another defeat for school vouchers"
NYTimes|217,0.38916270456758956,2015-07-17,NYTimes,5,Germany Risks Its Reputation With Idea of Greece Exiting Eurozone
WashingtonPost|12,0.8908134434101133,2015-07-13,WashingtonPost,9,Strauss: Gov. Scott Walker savages Wisconsin public education in new budget
BostonHerald|239,0.6760174262470866,2015-07-14,BostonHerald,0,Q&amp;A on the Iranian nuclear deal
LATimes|154,0.7191371252950406,2015-07-14,LATimes,3,Historic nuclear deal with Iran turned on key decisions
BostonHerald|218,0.8321172834451427,2015-07-14,BostonHerald,0,"Democrats skeptical of Iran nuclear deal, GOP mostly hostile"
NYTimes|171,0.8878152438750436,2015-07-16,NYTimes,5,Senate Approves a Bill to Revamp ‘No Child Left Behind’
LATimes|1016,0.9713096550841511,2015-07-19,LATimes,3,Trump faces the wrath of his own party
DailyNews|329,0.8540229779082783,2015-07-15,DailyNews,2,"New Jersey Transit to raise fares, cut $2.5M of services"
LATimes|1013,0.9083633356233967,2015-07-19,LATimes,3,State GOP worries that Trump's trash talk could hurt its image
BostonHerald|394,0.8608286756884906,2015-07-15,BostonHerald,0,Watchdog: Budget cuts lead to poor taxpayer service at IRS
LATimes|734,0.9017950869168814,2015-07-17,LATimes,3,Walker gets out of his Midwestern comfort zone
BostonHerald|143,0.8483624541134683,2015-07-14,BostonHerald,0,Lawmaker says he expects tax holiday this summer
USAToday|343,0.5097922106249877,2015-07-17,USAToday,7,Greece battles 50 fires authorities suspect were lit to protest bailout
StLouisPost|83,0.7235410197580364,2015-07-13,StLouisPost,6,UN calls on Palestinians for information on missing Israelis
StLouisPost|455,0.9801629177344913,2015-07-16,StLouisPost,6,How the AP-GfK poll on Hillary Clinton was conducted
LATimes|284,0.9090941706422827,2015-07-14,LATimes,3,Congressional bill seeks to essentially ban 'gay conversion' programs across the U.S.
NYTimes|207,0.9479371273543153,2015-07-17,NYTimes,5,Big Field Has Republicans Competing for Slivers of Support
LATimes|766,0.7213204169610942,2015-07-17,LATimes,3,Yemen's ousted leaders claim their fighters have retaken city of Aden
ChicagoTribune|53,0.6518905042812038,2015-07-14,ChicagoTribune,1,Nuclear deal reached with Iran: diplomats
DailyNews|163,0.7196718430623665,2015-07-14,DailyNews,2,"Opponents of Iran deal blast pact, Obama"
LATimes|611,0.6785651892903023,2015-07-16,LATimes,3,"CIA: Iran will focus on its economy, not terrorism, with sanctions money"
ChicagoTribune|232,0.7161278066595529,2015-07-18,ChicagoTribune,1,Anger in Iraq after suicide attack on marketplace kills 115
NYPost|624,0.9130943983294747,2015-07-18,NYPost,4,Donald Trump looking to sell his stake in pageants
ChicagoTribune|84,0.7517582561433828,2015-07-14,ChicagoTribune,1,"Kirk opposes Iran deal, Democratic challengers stay cautious"
WashingtonPost|300,0.7864041119586354,2015-07-17,WashingtonPost,9,Jewish groups gird for ‘epic’ battle over Iran deal
ChicagoTribune|264,0.961008899212796,2015-07-19,ChicagoTribune,1,Former President George H.W. Bush in good spirits after fall last week
LATimes|96,0.4277886021189296,2015-07-13,LATimes,3,Here's what Greece must do for its $96-billion bailout
LATimes|1058,0.7802889414021624,2015-07-19,LATimes,3,Taiwan seems sure to elect its first female president. But which one?
NYTimes|51,0.8025010508629633,2015-07-14,NYTimes,5,News of Iran Nuclear Deal Leads to Drop in Oil Prices
WashingtonPost|50,0.939523341940924,2015-07-14,WashingtonPost,9,Scott Walker vows to ‘fight and win’ with a conservative message for 2016
BostonHerald|527,0.9371635816238058,2015-07-16,BostonHerald,0,Hillary Clinton&#039;s big Hollywood donors help raise $46 million-plus
WallStreetJournal|105,0.7249243638135114,2015-07-17,WallStreetJournal,8,Teen Detained in French Terror Plot Suspected of Islamic State Ties
WashingtonPost|339,0.9676166009648719,2015-07-19,WashingtonPost,9,Trump’s attack on McCain marks a turning point for him — and the GOP
BostonHerald|317,0.6775704931565351,2015-07-15,BostonHerald,0,Adriana Cohen: ‘Stunning historic mistake’ puts Israel in danger
WashingtonPost|236,0.8872339371121086,2015-07-17,WashingtonPost,9,Obama says that without family support he could have been in prison
USAToday|32,0.8013050634993176,2015-07-13,USAToday,7,Carter moves toward allowing transgender troops to serve openly
USAToday|146,0.3446571373666992,2015-07-15,USAToday,7,Greece's Parliament to vote on bailout deal
StLouisPost|766,0.9172512771407293,2015-07-18,StLouisPost,6,GOP candidate Trump goes after Sen. John McCain's war record
StLouisPost|260,0.6590787046216796,2015-07-15,StLouisPost,6,Diplomat: US to circulate UN resolution on Iran agreement
NYTimes|134,0.6173738027864977,2015-07-16,NYTimes,5,Supreme Leader Ali Khamenei Urges ‘Careful Scrutiny’ of Iran Deal
StLouisPost|506,0.875754674567882,2015-07-16,StLouisPost,6,APNewsBreak: US proposing rules for streams near coal mines
USAToday|371,0.9670539654501951,2015-07-17,USAToday,7,Democrats showcase all 5 candidates at Iowa dinner
DailyNews|403,0.7740682718806929,2015-07-16,DailyNews,2,Obama challenges critics of Iran nuclear deal to offer ideas
StLouisPost|405,0.7729646523206675,2015-07-15,StLouisPost,6,Editorial Roundup: Excerpts from recent editorials
BostonHerald|128,0.7103909783570089,2015-07-14,BostonHerald,0,Atkins: Think before you tweet
WallStreetJournal|97,0.6896211608231644,2015-07-17,WallStreetJournal,8,Bahamas Government Aims to Take Over Stalled Resort
WashingtonPost|322,0.931650672445861,2015-07-18,WashingtonPost,9,"Raising money is a Jeb Bush family business, even for the next generation"
ChicagoTribune|126,0.897933249181734,2015-07-15,ChicagoTribune,1,Senate sends Rauner 1-month budget he won't sign
NYTimes|241,0.8267126590756677,2015-07-18,NYTimes,5,"Predictive Power: The Economic Forecast for 2016, and What It Means for the Election"
WashingtonPost|213,0.8912742040679072,2015-07-16,WashingtonPost,9,"Senate passes No Child Left Behind rewrite, would shrink federal role in education"
USAToday|273,0.7956951627283755,2015-07-16,USAToday,7,High-tech scrutiny key to Iran nuclear deal
BostonHerald|27,0.9010610084705813,2015-07-13,BostonHerald,0,Boy Scouts executive committee OKs ending ban on gay leaders
NYPost|54,0.8438424257355756,2015-07-14,NYPost,4,Hillary Clinton’s war on the sharing economy
BostonHerald|582,0.87271309293518,2015-07-16,BostonHerald,0,Obama vows thorough probe of Chattanooga shooting
LATimes|820,0.7156228728857488,2015-07-17,LATimes,3,Hong Kong student leaders charged in protest from 2014
NYPost|147,0.9681291023058529,2015-07-14,NYPost,4,Felines get the Trump treatment on Instagram
StLouisPost|324,0.8676642767586197,2015-07-15,StLouisPost,6,Yellen: First Fed rate hike likely later this year
WashingtonPost|257,0.9022931303345498,2015-07-17,WashingtonPost,9,One proposal to help poor students get to college: Pay to send them early
USAToday|257,0.9394841128145249,2015-07-16,USAToday,7,Pataki off to slow start raising cash for presidential bid
BostonHerald|828,0.9185505832457169,2015-07-19,BostonHerald,0,Villiani: Walker talks everything  but Trump
USAToday|17,0.353175602103312,2015-07-13,USAToday,7,Reaction in Germany: 'Everyone lost'
USAToday|230,0.8997312941177759,2015-07-16,USAToday,7,Walker investigation shut down by court
DailyNews|369,0.9356375136156186,2015-07-16,DailyNews,2,Hillary Clinton spends $19M in first 3 months of campaign
StLouisPost|165,0.8432781699293983,2015-07-14,StLouisPost,6,Obama's fellow Democrats skeptical of Iran nuclear deal
WashingtonPost|43,0.7558765671584672,2015-07-14,WashingtonPost,9,Military to allow transgender members to serve openly
ChicagoTribune|150,0.9136980328419716,2015-07-16,ChicagoTribune,1,"Emanuel taps Claypool to take over at CPS, sources say"
WallStreetJournal|76,0.8351553838295587,2015-07-16,WallStreetJournal,8,U.K. Government Launches Review of BBC
ChicagoTribune|218,0.8564009422759559,2015-07-17,ChicagoTribune,1,Kirk says he got 'carried away' in Obama Iran 'nukes' comments
DailyNews|680,0.7690566905266291,2015-07-18,DailyNews,2,Iran says nuke deal won't change policy towards US
DailyNews|434,0.9549687036367224,2015-07-16,DailyNews,2,"Donald Trump rips Karl Rove, Penn Jillette on Twitter"
DailyNews|201,0.8298184726853188,2015-07-14,DailyNews,2,Donald Trump campaign ad appears to feature German Nazis
NYTimes|120,0.9315372040325288,2015-07-15,NYTimes,5,First Draft: Donald Trump Claims He’s Worth More Than $10 Billion
WallStreetJournal|82,0.7745964821401481,2015-07-16,WallStreetJournal,8,"Back Home, Iran's Leader Tries to Sell Nuclear Deal"
USAToday|281,0.8987426332140196,2015-07-16,USAToday,7,Sen. Alexander adds No Child Left Behind rewrite to education credentials
NYTimes|104,0.3048436187960689,2015-07-15,NYTimes,5,I.M.F.’s Insistence on Greek Debt Relief Adds to Complexity of Talks
NYPost|661,0.9211190069948129,2015-07-18,NYPost,4,"Lawyers of investigated city, state politicians enjoy big payday"
BostonHerald|876,0.47270013446690756,2015-07-19,BostonHerald,0,"Merkel rules out &#039;haircut&#039; for Greece, open to other relief"
BostonHerald|410,0.761589736943887,2015-07-15,BostonHerald,0,"Dem, GOP reps: Murky forecast for Iran deal in Congress"
WallStreetJournal|126,0.5988074230322857,2015-07-19,WallStreetJournal,8,U.S. Seeks to Allay Allies' Concerns on Iran
BostonHerald|272,0.9668029384062758,2015-07-14,BostonHerald,0,Fiery Trump says it’s Marty who should apologize
LATimes|1039,0.9451969382395651,2015-07-19,LATimes,3,Trump won't apologize for knocking McCain's war record
WashingtonPost|308,0.9479181635210349,2015-07-18,WashingtonPost,9,"In Iowa, the first face-off between Clinton, Sanders and other rivals"
StLouisPost|565,0.7945093669180591,2015-07-16,StLouisPost,6,Clinton: US must enter Iran deal with 'eyes wide open'
DailyNews|656,0.9208500196412784,2015-07-18,DailyNews,2,Donald Trump rips former POW  John McCain’s war record
WashingtonPost|246,0.8597448295021638,2015-07-17,WashingtonPost,9,Wonkblog: The euro is a disaster even for the countries that do everything right
ChicagoTribune|144,0.3589512688312051,2015-07-15,ChicagoTribune,1,Greek lawmakers pass austerity bill despite dissent
WallStreetJournal|52,0.7861738046059935,2015-07-15,WallStreetJournal,8,Catalan Independence Parties Unite Against Madrid
USAToday|249,0.8345916022290712,2015-07-16,USAToday,7,Little certainty year after airliner shot down in Ukraine
NYPost|750,0.8633185531061291,2015-07-19,NYPost,4,The key ingredient to GOP success — hope
WashingtonPost|161,0.874421821658051,2015-07-15,WashingtonPost,9,Wonkblog: Why lawmakers introduce bills that are doomed to fail
StLouisPost|681,0.7227210943979375,2015-07-17,StLouisPost,6,Cuban flag to fly in State Dept lobby as embassies reopen
StLouisPost|429,0.9327266850850366,2015-07-16,StLouisPost,6,"Hillary Clinton spends $19 million, hires hundreds"
StLouisPost|284,0.7010347109215787,2015-07-15,StLouisPost,6,"For US and Iran, nuke deal is a series of tough compromises"
USAToday|72,0.6785903983755631,2015-07-14,USAToday,7,World reacts to Iran's nuclear deal
USAToday|192,0.935579256908689,2015-07-15,USAToday,7,Donald Trump: I'm worth more than $10 billion
DailyNews|184,0.9721267396501619,2015-07-14,DailyNews,2,Trump’s Miss USA pageant earns ugly ratings
StLouisPost|454,0.9571770250937323,2015-07-16,StLouisPost,6,"In early states, Trump puts premium on staff, big events"
DailyNews|355,0.8894831211558524,2015-07-15,DailyNews,2,NYC council is wrong in denying pension bid to union: expert
WallStreetJournal|112,0.7204416277730404,2015-07-18,WallStreetJournal,8,Saudi Arabia Arrests 431 People With Suspected Islamic State Links
NYPost|535,0.8778368985475936,2015-07-17,NYPost,4,Hondo is a Chi guy
WashingtonPost|59,0.8308732851013947,2015-07-14,WashingtonPost,9,"On Capitol Hill, deep skepticism persists as lawmakers react to Iran deal"
NYPost|731,0.8465445528303842,2015-07-19,NYPost,4,NY taxpayers fuel job growth in TV: report
StLouisPost|236,0.7244912601978769,2015-07-14,StLouisPost,6,Georgia accuses Russia of moving border near oil pipeline
NYPost|98,0.9763589201200612,2015-07-14,NYPost,4,De Blasio ducks Democratic fundraiser honoring Cuomo
LATimes|728,0.8760747036628623,2015-07-17,LATimes,3,"Fed probes RBC role in City National loan, possibly delaying merger deal"
StLouisPost|567,0.7377367122211818,2015-07-16,StLouisPost,6,Nearly a quarter of UN states want female secretary-general
DailyNews|198,0.8868954177522723,2015-07-14,DailyNews,2,Martin O'Malley slams Trump at immigration roundtable
BostonHerald|649,0.8327230991459744,2015-07-17,BostonHerald,0,Pay hike for Governor&#039;s Council approved by Gov. Baker
LATimes|354,0.7224640109187995,2015-07-15,LATimes,3,"Better times in Iran won't come fast despite nuclear deal, experts say"
StLouisPost|427,0.8282854685482588,2015-07-15,StLouisPost,6,USOC leaders head to Boston to check up on bid progress
LATimes|1048,0.9786495794936755,2015-07-19,LATimes,3,"George H.W. Bush leaves hospital, days after breaking a bone in his neck"
WallStreetJournal|101,0.7003267372234001,2015-07-17,WallStreetJournal,8,"Iran Deal Opens Path to Cooperation, Minister Says"
LATimes|645,0.6171227396275988,2015-07-16,LATimes,3,Iran's supreme leader offers words of caution on nuclear accord
LATimes|423,0.8805482953052602,2015-07-15,LATimes,3,Chinese bid for chip maker Micron Technology could face U.S. scrutiny
NYTimes|185,0.7333926884027738,2015-07-16,NYTimes,5,Former U.S. Diplomats Praise Iran Deal
USAToday|152,0.8747101146090558,2015-07-15,USAToday,7,A GOP and Democratic senator: This is how a bill used to become law
BostonHerald|129,0.8580086643075946,2015-07-14,BostonHerald,0,Pay hike discord arises
StLouisPost|775,0.9181379249321429,2015-07-18,StLouisPost,6,GOP candidate Trump goes after Sen. John McCain's war record
StLouisPost|538,0.918057048960944,2015-07-16,StLouisPost,6,Judge rejects government argument in No Fly List lawsuit
BostonHerald|139,0.7340571140670252,2015-07-14,BostonHerald,0,Formal nuclear deal has been reached with Iran
BostonHerald|264,0.9195459027556605,2015-07-14,BostonHerald,0,Jeb Bush slams Donald Trump for &#039;rhetoric of divisiveness&#039;
StLouisPost|700,0.9281950040455185,2015-07-17,StLouisPost,6,Clinton spends $7.7 million for her first 2016 ads
BostonHerald|89,0.8234386677685668,2015-07-13,BostonHerald,0,&#039;Citizenfour&#039; director Laura Poitras sues federal government over airport screening detainments
USAToday|211,0.9344325391326475,2015-07-15,USAToday,7,Clinton's fundraising surpasses $47 million
StLouisPost|430,0.8649993190478004,2015-07-15,StLouisPost,6,Obama unveils high-speed Internet help for low-income homes
USAToday|277,0.8631631270914439,2015-07-16,USAToday,7,Cubans rush to U.S. shores before easy entry ends
USAToday|102,0.9594296499450896,2015-07-14,USAToday,7,Paleologos on the Poll: General election 'dangerously close' for Clinton
USAToday|262,0.8368642410062729,2015-07-16,USAToday,7,Perry: Trump offers only 'demagoguery and nonsense'
StLouisPost|663,0.7168336420815263,2015-07-17,StLouisPost,6,"Obama, Saudi foreign minister meet to discuss Iran deal"
LATimes|237,0.9791850619663113,2015-07-14,LATimes,3,L.A. Enterprise Rent-a-Car to settle age discrimination charges
StLouisPost|360,0.9073077749384985,2015-07-15,StLouisPost,6,Senate clears way for final vote on No Child rewrite
ChicagoTribune|180,0.8984101837586728,2015-07-16,ChicagoTribune,1,Planned Parenthood apologizes for tone of executive recorded by anti-abortion group
StLouisPost|754,0.6748440251361062,2015-07-18,StLouisPost,6,"After diplomatic disappointments, Iran deal vindicates Kerry"
WallStreetJournal|129,0.8604204479710286,2015-07-19,WallStreetJournal,8,"FIFA Mulls Radical Reforms, Elections"
NYTimes|84,0.7929271702950056,2015-07-15,NYTimes,5,Iran Nuclear Accord’s Complexity Shows Impact of Bipartisan Letter
WashingtonPost|128,0.8673893226899181,2015-07-15,WashingtonPost,9,Wonkblog: Clinton says she’d “crack down” on independent contractor abuse. Obama just did.
BostonHerald|53,0.8763922703330856,2015-07-13,BostonHerald,0,VA says it may shut down hospitals to close $2.5B budget gap
NYPost|367,0.8815459820571919,2015-07-16,NYPost,4,Obama praises Five Guys for hiring ex-felon
LATimes|84,0.846598845323325,2015-07-13,LATimes,3,Pentagon moves toward lifting ban on transgender troops
WashingtonPost|109,0.9591829191644805,2015-07-14,WashingtonPost,9,"In Iowa, Jeb Bush finds himself on Trump-friendly terrain"
BostonHerald|784,0.9494018713421459,2015-07-18,BostonHerald,0,The Latest: Trump tries to clarify McCain remarks
StLouisPost|456,0.9407748008301696,2015-07-16,StLouisPost,6,"AP-GfK Poll: Americans view Clinton, Republicans unfavorably"
StLouisPost|738,0.6577076797387699,2015-07-18,StLouisPost,6,"US, Iran roll the dice diplomatically and get a nuclear deal"
NYTimes|91,0.9011515221271256,2015-07-15,NYTimes,5,Video Accuses Planned Parenthood of Crime
StLouisPost|624,0.8821741178488919,2015-07-17,StLouisPost,6,"AP-GfK Poll: Minorities, young Americans still backing Obama"
LATimes|641,0.8885768872548019,2015-07-16,LATimes,3,"Obama becomes 1st president to visit prison, but reform push has limits"
BostonHerald|189,0.34368478350011933,2015-07-14,BostonHerald,0,The Latest: EU official says eurozone needs stronger ties
ChicagoTribune|23,0.8569462924156297,2015-07-13,ChicagoTribune,1,Chicago Public Schools warns of drastic cuts without pension help
USAToday|247,0.9771969217323114,2015-07-16,USAToday,7,Obama calls George H.W. Bush after injury
USAToday|187,0.7273313028736297,2015-07-15,USAToday,7,Five indicators of whether the Iran deal succeeds or fails
NYTimes|162,0.8357869508097405,2015-07-16,NYTimes,5,McConnell Casts Doubt on House’s Plan for Transportation Bill
LATimes|962,0.7122988824866028,2015-07-18,LATimes,3,Bombing on Eid holiday leaves more than 100 dead in Iraq
StLouisPost|401,0.9306729425434433,2015-07-15,StLouisPost,6,Christie picks up 2016 endorsement from Maryland governor
StLouisPost|400,0.9356536461577621,2015-07-15,StLouisPost,6,News Guide: Presidential candidates file fundraising reports
DailyNews|339,0.9236636378975898,2015-07-15,DailyNews,2,Donald Trump's campaign says he's worth more than $10B
StLouisPost|373,0.9346940869356265,2015-07-15,StLouisPost,6,O'Malley campaign raises $2 million for Democratic contest
LATimes|89,0.9019165736618665,2015-07-13,LATimes,3,"Entering presidential race, Scott Walker challenges GOP's desire to diversify"
LATimes|183,0.7494867031443718,2015-07-14,LATimes,3,Explainer: What the Iran nuclear agreement means
StLouisPost|504,0.8578828384853984,2015-07-16,StLouisPost,6,House Democratic leader Nancy Pelosi says Iran nuclear deal 'will have my strong support'
StLouisPost|223,0.8853471807512222,2015-07-14,StLouisPost,6,White House hopeful Martin O'Malley unveils immigration plan
DailyNews|364,0.8545037581493894,2015-07-15,DailyNews,2,Editorial: Strip Bill Cosby’s medal
NYPost|751,0.8148195652838257,2015-07-19,NYPost,4,What US leaders have never understood about Iran
BostonHerald|714,0.8554169082762202,2015-07-18,BostonHerald,0,Editorial: The Americans left behind
WallStreetJournal|96,0.7198809904174934,2015-07-17,WallStreetJournal,8,British Pilots Took Part in Airstrikes Over Syria
BostonHerald|645,0.9199750035449816,2015-07-17,BostonHerald,0,AP-GfK poll finds returning economic gloom
LATimes|50,0.7146689320578198,2015-07-13,LATimes,3,"With losses mounting, Nigerian president sweeps out military leadership"
WashingtonPost|153,0.8534629973769526,2015-07-15,WashingtonPost,9,"In less than two weeks, almost 300 students enrolling at Sweet Briar"
StLouisPost|511,0.9509079363821366,2015-07-16,StLouisPost,6,Woman deemed oldest US veteran set for flight to meet Obama
WallStreetJournal|100,0.8691014842730822,2015-07-17,WallStreetJournal,8,Brazil's House Speaker Splits With Government
USAToday|417,0.9687996237398083,2015-07-19,USAToday,7,"O'Malley, Sanders heckled by protestors during presidential forum"
NYTimes|246,0.9277546979818831,2015-07-18,NYTimes,5,Political Calculus: The Trump Campaign’s Turning Point
WallStreetJournal|31,0.41430511292910294,2015-07-14,WallStreetJournal,8,Schäuble Casts Doubts on Greek Bailout Deal
NYTimes|291,0.7373777799569783,2015-07-19,NYTimes,5,U.N. Vote on Iran Nuclear Deal Irks Congress
BostonHerald|17,0.896251483208917,2015-07-13,BostonHerald,0,Election scheduled to fill Brockton Senate seat
LATimes|381,0.39779179520517216,2015-07-15,LATimes,3,Greek lawmakers debate reforms aimed at avoiding bankruptcy
StLouisPost|710,0.9087665562124689,2015-07-17,StLouisPost,6,House panel wants to interview Planned Parenthood official
WallStreetJournal|72,0.5875521161469863,2015-07-16,WallStreetJournal,8,Eurozone Expected to OK Greece Negotiations
LATimes|626,0.8325385170156175,2015-07-16,LATimes,3,Legislature urges UC campuses to condemn anti-Semitism
LATimes|332,0.9388549266635787,2015-07-15,LATimes,3,The savvy tech strategy fueling Bernie Sanders' upstart 2016 campaign
BostonHerald|177,0.6617539557728418,2015-07-14,BostonHerald,0,"After deal, Israel still vows to block an Iran nuclear bomb"
NYPost|607,0.7246625723085328,2015-07-17,NYPost,4,Suicide car bomb kills dozens in Iraq
WashingtonPost|316,0.864245536093259,2015-07-18,WashingtonPost,9,We&#8217;ve just made the &#8216;first real legal advance on residential segregation&#8217; in half a century
NYTimes|244,0.9320790636513828,2015-07-18,NYTimes,5,"Seeing Crowd, G.O.P. Donors Holding Back"
WashingtonPost|119,0.8702273073283662,2015-07-15,WashingtonPost,9,"Federal Eye: A “largely toxic discourse” in Washington is hindering watchdogs, retiring IG says"
NYTimes|264,0.7309712847825018,2015-07-18,NYTimes,5,ISIS Says It Carried Out Bombing That Killed 100 in Iraq
WallStreetJournal|17,0.8163136966016217,2015-07-13,WallStreetJournal,8,"Brazil Leader Faces Backlash From Friends, Foes"
USAToday|424,0.7359598007101463,2015-07-19,USAToday,7,"Obama aides, Netanyahu dispute Iran nuke deal"
WashingtonPost|178,0.7961760486030823,2015-07-16,WashingtonPost,9,Sen. Cardin chafes at questions about Jewish faith and loyalty to U.S.
BostonHerald|300,0.8237238538313971,2015-07-15,BostonHerald,0,Iran deal sets 2016 clash between Clinton and GOP hopefuls
NYPost|259,0.9230463906088129,2015-07-15,NYPost,4,Trump to reveal wealth details after claiming to be worth nearly $9B
WashingtonPost|256,0.6688157579441518,2015-07-17,WashingtonPost,9,Wonkblog: The big debate about whether we’re getting more productive
ChicagoTribune|19,0.41605112369541397,2015-07-13,ChicagoTribune,1,"Greece reaches deal with creditors, avoids euro exit"
USAToday|394,0.6872309710578595,2015-07-18,USAToday,7,Top U.S. officer worries Iran deal will fund 'malign activities'
NYTimes|135,0.7128349753317333,2015-07-16,NYTimes,5,"Clearing Hurdles to Iran Nuclear Deal With Standoffs, Shouts and Compromise"
LATimes|462,0.8671707918534272,2015-07-15,LATimes,3,U.S. soccer official says he saw no FIFA corruption but felt growing 'discomfort'
BostonHerald|247,0.7845376804790418,2015-07-14,BostonHerald,0,Massachusetts members of Congress hail Iran nuclear accord
BostonHerald|570,0.8603715368392121,2015-07-16,BostonHerald,0,Democrats decry undercover probe of HealthCare.gov
DailyNews|518,0.9106591863946928,2015-07-17,DailyNews,2,Cuomo slams de Blasio's homeless housing push
WashingtonPost|320,0.6886116199875756,2015-07-18,WashingtonPost,9,Ayatollah says nuclear deal will not change Iran’s relations with U.S.
StLouisPost|232,0.9119113965806319,2015-07-14,StLouisPost,6,Lower oil prices may trickle out of Iran deal
NYPost|30,0.8920594380406801,2015-07-13,NYPost,4,Boycotting the boycott of Ian Reisner and Mati Weiderpass
BostonHerald|4,0.9472512512871729,2015-07-13,BostonHerald,0,Where They Stand: Scott Walker on issues of 2016 campaign
