entry,dist,date,feedname,feed,title
BostonHerald|3612,0.7019468823261013,2015-08-12,BostonHerald,0,Kasich defends immigrants as &#039;contributing significantly&#039;
NYTimes|1152,0.7434155833223107,2015-08-09,NYTimes,5,"Similarities Aside, Bernie Sanders Isn’t Rerunning Howard Dean’s 2004 Race"
StLouisPost|3596,0.9709450890384748,2015-08-10,StLouisPost,6,"CVS Health to pay government $450,000 to settle dispute"
NYPost|3865,0.8809024194276643,2015-08-13,NYPost,4,Hillary Clinton turns in ‘blank’ email server to investigators
USAToday|1828,0.5655572514201919,2015-08-11,USAToday,7,Trump and Fox work to repair strained relationship
StLouisPost|3757,0.7267724478162169,2015-08-11,StLouisPost,6,Perry's cash-strapped 2016 campaign stops paying staffers
NYPost|3905,0.9723858865070386,2015-08-13,NYPost,4,Suspected ISIS truck bomb kills dozens at Baghdad market
USAToday|1746,0.4486211236313356,2015-08-09,USAToday,7,"Trump, the political hurricane, still rages"
StLouisPost|3822,0.9791600905524424,2015-08-11,StLouisPost,6,Homeland Security boss excused from immigration suit hearing
NYPost|3377,0.5438795604614121,2015-08-10,NYPost,4,GOP chair doesn’t think Trump will be the party’s nominee
ChicagoTribune|1213,0.7857598950817026,2015-08-11,ChicagoTribune,1,'Little House on the Prairie' star Melissa Gilbert to run for Congress
WallStreetJournal|484,0.9610232700513484,2015-08-10,WallStreetJournal,8,Druse Struggle to Stay Neutral in Syria
WallStreetJournal|522,0.9649397922939386,2015-08-12,WallStreetJournal,8,U.N. Ousts Head of Central African Republic Peacekeeping Mission
LATimes|4081,0.9418180782147104,2015-08-08,LATimes,3,Questions about Malaysian prime minister don't stop at Flight 370
NYPost|3643,0.9084442664361532,2015-08-12,NYPost,4,Schumer and Christie battle over tunnels
LATimes|4560,0.7972740793844808,2015-08-12,LATimes,3,"In Jeb Bush's foreign policy speech, George W. Bush goes missing"
LATimes|4327,0.7569075543077943,2015-08-10,LATimes,3,"GOP's Trump problem will fade, but Democrats' Bernie Sanders troubles are just beginning"
DailyNews|3232,0.8675200152134109,2015-08-10,DailyNews,2,Clinton to propose $350 billion college affordability plan
ChicagoTribune|1182,0.9784353468422116,2015-08-10,ChicagoTribune,1,"University of Illinois board to vote on $400,000 for Chancellor Wise"
LATimes|4662,0.9777071149552622,2015-08-12,LATimes,3,"Syrian rebels fire rockets, mortar shells into Damascus; at least five dead"
WashingtonPost|1253,0.7276825520648756,2015-08-08,WashingtonPost,9,"As campaign heats up, Republican candidates are rushing to the right"
USAToday|2076,0.9890871285012388,2015-08-14,USAToday,7,Sen. Sherrod Brown says he'll back Iran deal
NYTimes|1146,0.6934389975076941,2015-08-09,NYTimes,5,Jeb Bush Gets Applause at Conservative Forum
WashingtonPost|1254,0.6739179928687257,2015-08-08,WashingtonPost,9,"After months of obscurity, Carly Fiorina emerges as a GOP contender"
StLouisPost|3762,0.949147903058966,2015-08-11,StLouisPost,6,Kerry warns of consequences of Congress votes down Iran deal
USAToday|1951,0.7751193373459773,2015-08-12,USAToday,7,"Poll: Walker drops, Trump rises in Iowa"
NYTimes|1267,0.9509449820871544,2015-08-12,NYTimes,5,Schumer Says Corporation Should Oversee Hudson Tunnels Project
WashingtonPost|1363,0.9256435073663308,2015-08-11,WashingtonPost,9,Retired generals and admirals back Iran nuclear deal
BostonHerald|3208,0.8716060449563163,2015-08-09,BostonHerald,0,Sanders talks at rally after activists disrupt earlier event
NYPost|3570,0.934369698411465,2015-08-11,NYPost,4,Obama’s Gitmo déjà vu
WallStreetJournal|508,0.8776907407578879,2015-08-12,WallStreetJournal,8,Australia's Abbott Under Fire After Gay-Marriage Vote Blocked
BostonHerald|3495,0.8134546033145206,2015-08-11,BostonHerald,0,"Kasich defends Medicaid, calls view of Republicans &#039;distorted&#039;"
NYPost|3186,0.928843897464848,2015-08-08,NYPost,4,How Cuomo’s minimum-wage hike can help the GOP
StLouisPost|3518,0.5626517773576221,2015-08-09,StLouisPost,6,Trump gets backlash for slamming TV anchor popular with GOP
StLouisPost|4157,0.8727794344466625,2015-08-14,StLouisPost,6,"In speech, Rubio slams Obama's outreach to Iran and Cuba"
DailyNews|3611,0.7512927461700416,2015-08-13,DailyNews,2,Donald Trump would consider a woman as a running mate
StLouisPost|3427,0.497885996374036,2015-08-08,StLouisPost,6,Trump barred from conservative gathering after latest barb
NYTimes|1195,0.9624279501014604,2015-08-10,NYTimes,5,Gun Battle Breaks Out at U.S. Consulate in Istanbul
NYTimes|1139,0.7134065248069069,2015-08-08,NYTimes,5,"First Draft: Did Roger Stone Jump, or Was He Pushed From Donald Trump’s Campaign?"
