Unnamed: 0,entry,dist,feedname,date,feed,title
30,DailyNews|13750,0.7188777629682116,DailyNews,2015-11-16,2,John Oliver speaks out on Paris attacks in profane rant
31,ChicagoTribune|5277,0.5374805462537843,ChicagoTribune,2015-11-15,1,Protesters detained as world leaders begin G-20 summit in Turkey
32,ChicagoTribune|5258,0.735991031775198,ChicagoTribune,2015-11-14,1,Bernie Sanders has most to prove as Democrats gather for 2nd debate
33,DailyNews|14018,0.7862819793186616,DailyNews,2015-11-18,2,ISIS rates best apps for terrorist communications online
34,WallStreetJournal|2206,0.5806342119482564,WallStreetJournal,2015-11-14,8,Paris Attacks Deepen Debate About Migration Crisis in Europe; Critics Reassert Security Concerns
35,DailyNews|13753,0.5549493869402593,DailyNews,2015-11-16,2,Trump: U.S. must  ‘strongly consider’ shutting down mosques
36,WashingtonPost|6088,0.6153482644275436,WashingtonPost,2015-11-19,9,Forget refugees: How terrorists could ​actually​ get into the U.S.​
37,USAToday|7782,0.4740506374084454,USAToday,2015-11-18,7,French government seeks new powers to thwart Islamic State attacks
38,NYTimes|5390,0.5920897217262285,NYTimes,2015-11-18,5,"State of Terror: In Rise of ISIS, No Single Missed Key but Many Strands of Blame"
39,LATimes|19527,0.551048097664562,LATimes,2015-11-17,3,Obama highlights support for the Philippines amid tension with China
40,NYTimes|5236,0.5213135336129959,NYTimes,2015-11-14,5,Paris Attacks to Dominate Agenda at G-20 Conference in Turkey
41,LATimes|19140,0.8980404383320814,LATimes,2015-11-15,3,Fear (or its absence) are driving the GOP and Democratic presidential campaigns
42,USAToday|7739,0.6147018191550359,USAToday,2015-11-17,7,State Department: Shelter for Syrian refugees is the right thing to do
43,StLouisPost|16820,0.9405996735884435,StLouisPost,2015-11-18,6,House bill would limit some calorie labels
44,LATimes|19667,0.9354885752248298,LATimes,2015-11-18,3,Analysts release strong report card for California budget
45,NYPost|16146,0.7566753754629124,NYPost,2015-11-19,4,Most Americans want to keep Syrian refugees out of the country
46,BostonHerald|15593,0.6657355566430784,BostonHerald,2015-11-19,0,House GOP rep pushes for 3-agency vetting process for Syrian refugees
47,DailyNews|14124,0.5821293511495628,DailyNews,2015-11-19,2,House passes bill making it tougher to let in refugees
48,StLouisPost|16881,0.5559505396782265,StLouisPost,2015-11-19,6,Bipartisan push in Senate for war powers after Paris attacks
49,NYPost|16297,0.9199600583123587,NYPost,2015-11-20,4,Drivers’ union to vote on cost-cutting Daily News contract
50,LATimes|19390,0.6953303719899577,LATimes,2015-11-17,3,Essential Politics: Refugee question hits campaign trail in Paris aftermath
51,StLouisPost|16769,0.7839841286321735,StLouisPost,2015-11-18,6,Islamic State makes Telegram messaging app a major marketing tool
52,StLouisPost|16272,0.5844538040138401,StLouisPost,2015-11-14,6,Trump: Paris attack would have been different with more guns
53,StLouisPost|17074,0.7616753187427652,StLouisPost,2015-11-20,6,Administration files immigration appeal with Supreme Court
54,BostonHerald|15716,0.697943316804357,BostonHerald,2015-11-20,0,Russian military says its bombing sharply cut IS oil incomes
55,WallStreetJournal|2212,0.48427280543721435,WallStreetJournal,2015-11-15,8,"Obama, Erdogan Pledge Joint Response to Islamic State Menace"
56,StLouisPost|16883,0.6243977395146671,StLouisPost,2015-11-19,6,Kentucky refugee case highlights worries over Syrians in US
57,WashingtonPost|5909,0.6120928408384999,WashingtonPost,2015-11-16,9,Pentagon promises to boost intelligence sharing with France after Paris attacks
58,NYTimes|5289,0.9051388615237574,NYTimes,2015-11-16,5,"Japan Economy Contracts 0.8%, Returning to Recession"
59,StLouisPost|16634,0.8707824931389405,StLouisPost,2015-11-17,6,Foreign holdings of US Treasury securities rise in September
60,DailyNews|14109,0.5101014589762334,DailyNews,2015-11-19,2,"Clinton calls for ramped up bomb campaign, slams Republicans"
61,WashingtonPost|6161,0.6960003240586755,WashingtonPost,2015-11-20,9,Obama explains why pharma is fuming over his landmark Asia trade deal
62,StLouisPost|16369,0.5516348012527535,StLouisPost,2015-11-16,6,US flag lowered to half-staff worldwide
63,NYTimes|5367,0.7094006051305196,NYTimes,2015-11-17,5,Paul Ryan Calls for Halt to Syrian Refugee Program
64,DailyNews|14185,0.8912232875776736,DailyNews,2015-11-20,2,Hillary Clinton honored by Brady Center at gala
65,NYTimes|5439,0.830985480527684,NYTimes,2015-11-19,5,David Vitter Wages Uphill Bid for Governor in Solidly Red Louisiana
66,WashingtonPost|6124,0.8991962141497063,WashingtonPost,2015-11-20,9,Is an upcoming Supreme Court case a strike for individual rights or a deceptive attack on teachers unions?
67,DailyNews|13640,0.9315323464968658,DailyNews,2015-11-14,2,AG Eric Schneiderman lends support to labor unions
68,LATimes|19676,0.4582837311099894,LATimes,2015-11-18,3,Jeb Bush: U.S. must increase force on ground in Mideast to combat Islamic State
69,WallStreetJournal|2305,0.7271888443093889,WallStreetJournal,2015-11-19,8,Suu Kyi Talks Raise Hopes for Smooth Transition in Myanmar
70,DailyNews|13993,0.7624238625469798,DailyNews,2015-11-18,2,Kasich: I'd create agency to push 'Judeo-Christian values'
71,WashingtonPost|6107,0.7706805770820918,WashingtonPost,2015-11-19,9,"Sanders: Unlike Clinton, I won’t seek ‘reckless adventures abroad’"
72,StLouisPost|16931,0.5638197364613736,StLouisPost,2015-11-19,6,Clinton: US must push Arab leaders to confront Islamic State
73,StLouisPost|17102,0.8989637190594769,StLouisPost,2015-11-20,6,Audit: State Department cyber security still not up to par
74,USAToday|7613,0.8834813331398179,USAToday,2015-11-16,7,For the Record: Summarizing the unwatched debate
75,BostonHerald|15261,0.7229224156839934,BostonHerald,2015-11-17,0,Battenfeld: PC police come after Charlie for doing his job to protect citizens
76,USAToday|7789,0.6481405821033479,USAToday,2015-11-18,7,Defense secretary seeks overhaul of military personnel system
77,ChicagoTribune|5416,0.7279506560411676,ChicagoTribune,2015-11-18,1,Islamic State publishes photo of bomb it claims downed Russian plane
78,USAToday|7869,0.872709403491661,USAToday,2015-11-19,7,Major rewrite of education law clears crucial hurdle
79,NYPost|15634,0.6257212073768683,NYPost,2015-11-15,4,Clinton tells GOP how to defeat her
80,WallStreetJournal|2198,0.5053735953230657,WallStreetJournal,2015-11-14,8,Paris Attacks Suggest Shift in Islamic State's Strategy
81,StLouisPost|16964,0.8144635248183385,StLouisPost,2015-11-19,6,UN urges release of all information on Hammarskjold death
82,DailyNews|13754,0.63377375197508,DailyNews,2015-11-16,2,"Obama rules out putting more troops on ground in Syria, Iraq"
83,StLouisPost|16662,0.9108590194631676,StLouisPost,2015-11-17,6,Louisiana Gov. Bobby Jindal says he is dropping out of 2016 race for president
84,USAToday|7848,0.5596830899062144,USAToday,2015-11-19,7,U.N. appeals to U.S. to take in Syrian refugees as example for world
85,NYTimes|5450,0.8295815512595863,NYTimes,2015-11-19,5,"More Mexican Immigrants Leaving U.S. Than Entering, Report Finds"
86,StLouisPost|16525,0.5997816295147204,StLouisPost,2015-11-17,6,"Risk is lower, but Paris attacks could happen here"
87,WashingtonPost|6089,0.5417029366247091,WashingtonPost,2015-11-19,9,What’s actually driving Obama’s ‘keep-calm-and-carry-on’ ISIS strategy?
88,ChicagoTribune|5369,0.5670077177656739,ChicagoTribune,2015-11-17,1,Speaker Ryan calls for 'pause' in Syrian refugees
89,NYTimes|5379,0.7251769720301494,NYTimes,2015-11-17,5,Senate Blocks Obama’s Climate Change Rules
90,NYTimes|5262,0.5975844076271912,NYTimes,2015-11-14,5,Attacker’s Possible Link to Migrant Trail Heightens Security Fears
91,BostonHerald|14906,0.9357387983719488,BostonHerald,2015-11-14,0,Donald Trump&#039;s &#039;SNL&#039; hosting gig triggers equal time request from George Pataki
92,BostonHerald|15199,0.791185296148912,BostonHerald,2015-11-16,0,"Gov. Baker refusing to accept Syrian refugees, for now"
93,BostonHerald|15087,0.6700580825574872,BostonHerald,2015-11-15,0,Turkey ends missile deal talks with China
94,WallStreetJournal|2339,0.5053267999497228,WallStreetJournal,2015-11-20,8,The Crisis of World Order
95,USAToday|7942,0.8824968438361133,USAToday,2015-11-20,7,Candidates draw straws to decide Mississippi race
96,DailyNews|13819,0.9649631853126172,DailyNews,2015-11-17,2,For-profit college biz slapped for deceiving students
97,USAToday|7585,0.5740503596463101,USAToday,2015-11-15,7,Obama vows at G-20 summit to hunt down Paris terrrorists
98,StLouisPost|16670,0.7727940105190599,StLouisPost,2015-11-18,6,Kasich calls for agency promoting 'Judeo-Christian' values
99,LATimes|19420,0.5266147270112866,LATimes,2015-11-17,3,Stop the fear-mongering on Syrian refugees
100,ChicagoTribune|5430,0.7971864018852753,ChicagoTribune,2015-11-18,1,Rauner administration won't say if it's cut off services to Syrian refugees
101,StLouisPost|17160,0.6817102539890445,StLouisPost,2015-11-20,6,Carson says safe zones in Syria better option than
102,BostonHerald|14916,0.5824419783312096,BostonHerald,2015-11-14,0,The Latest: Turkey detains man believed linked to Emwazi
103,WashingtonPost|5962,0.7622904785311474,WashingtonPost,2015-11-17,9,How economies pick up and move on after terrorist attacks
104,LATimes|19703,0.6488556994550604,LATimes,2015-11-18,3,"Virginia mayor opposes Syrian refugees, citing WWII internment of Japanese Americans"
105,WallStreetJournal|2284,0.5796545313466255,WallStreetJournal,2015-11-18,8,"U.S., China Intensify Trade Competition on APEC Stage"
106,WashingtonPost|6058,0.590228267349083,WashingtonPost,2015-11-19,9,Why it’s hard to draw a line between Snowden and the Paris attacks
107,StLouisPost|17104,0.7074756964285666,StLouisPost,2015-11-20,6,Lawmaker says comments on Syrian camps taken out of context
108,BostonHerald|15712,0.9159241509189698,BostonHerald,2015-11-20,0,Survey: Charlie Baker is the highest rated governor in the country
109,LATimes|20039,0.7790814882157816,LATimes,2015-11-20,3,Obama administration asks Supreme Court to reverse order blocking president's immigration plan
110,WashingtonPost|5894,0.5586973853743177,WashingtonPost,2015-11-16,9,"Why we're not doing a better job destroying ISIS, according to the former U.S. ambassador to Syria"
111,WallStreetJournal|2267,0.7152939624882992,WallStreetJournal,2015-11-17,8,"Trade Pact to Enhance U.S.-Canada Trade, U.S. Envoy Says"
112,WashingtonPost|5937,0.6222503243196403,WashingtonPost,2015-11-17,9,ISIS wants you to hate Muslims
113,NYPost|15850,0.906626561414623,NYPost,2015-11-17,4,Hillary will take on wealthy special interests — but not before taking their cash
114,NYTimes|5431,0.6482423378009537,NYTimes,2015-11-19,5,"First Draft: Amid Republican Calls for Force, Hillary Clinton Will Present Her Plan to Battle ISIS"
115,BostonHerald|15727,0.7567036457274312,BostonHerald,2015-11-20,0,Gov. Baker declines to sign GOP letter on Syrian refugees
116,StLouisPost|16556,0.9153326244366828,StLouisPost,2015-11-17,6,"Clinton, Sanders spar over taxes, health care"
117,NYPost|16068,0.9454900637271376,NYPost,2015-11-18,4,Finance wiz: I advised Silver to hide $300K in wife’s account
118,StLouisPost|16606,0.8417894307377832,StLouisPost,2015-11-17,6,Yellen opposes GOP proposal to boost Fed oversight
119,WallStreetJournal|2291,0.7881641451860608,WallStreetJournal,2015-11-18,8,Islamic State Publishes Photo of Airliner Bomb
120,NYTimes|5220,0.862225791420514,NYTimes,2015-11-14,5,"Sharpening Attacks on Marco Rubio, Ted Cruz Urges New Immigration Limits"
121,BostonHerald|14912,0.930867818072024,BostonHerald,2015-11-14,0,"Lawmakers to debate solar, public records bills before break"
122,NYTimes|5271,0.6521207600425778,NYTimes,2015-11-15,5,Paris Attacks: What We Know and Don’t Know
123,NYPost|16201,0.5959241992541073,NYPost,2015-11-19,4,Hillary promises to destroy ISIS
124,StLouisPost|16697,0.9240045321003251,StLouisPost,2015-11-18,6,Rick Perry indictment goes before Texas' top criminal court
125,BostonHerald|15262,0.7068658584682006,BostonHerald,2015-11-17,0,Hackers declare war on ISIS
126,StLouisPost|16558,0.8846203247750974,StLouisPost,2015-11-17,6,Democrats planning multi-year strategy to recapture seats
127,WallStreetJournal|2336,0.7329215626656053,WallStreetJournal,2015-11-20,8,Russia Asks Lebanon to Close Airspace
128,WashingtonPost|5954,0.5602314747360152,WashingtonPost,2015-11-17,9,"Obama is in the Philippines, looking to bolster U.S. ties in Southeast Asia"
129,BostonHerald|15130,0.9250085741341821,BostonHerald,2015-11-16,0,Highlighted Letter: Dr. Ben Carson stands out
130,USAToday|7906,0.6579244445967863,USAToday,2015-11-20,7,U.S. troops assisting with rescue effort in Mali crisis
131,ChicagoTribune|5405,0.7838522548698709,ChicagoTribune,2015-11-18,1,Nigeria's president: Ex-national security adviser stole billions in arms deals
132,LATimes|19229,0.9594035307262924,LATimes,2015-11-16,3,16 celebratory accents for your holiday party outfits
133,LATimes|19215,0.7808679807848037,LATimes,2015-11-16,3,Goal of the Manhattan Project historical park is to 'remember and learn from' nation's nuclear achievements
134,StLouisPost|17038,0.898582674989776,StLouisPost,2015-11-20,6,High school Sex Ed teaching 'Yes means yes' rape prevention
135,WallStreetJournal|2202,0.6521163403773171,WallStreetJournal,2015-11-14,8,Kurds Say They Repelled Islamic State Attack in Iraq
136,NYTimes|5454,0.8863476231910509,NYTimes,2015-11-19,5,House Votes to Suspend Syrian Influx
137,WallStreetJournal|2260,0.6024477922949238,WallStreetJournal,2015-11-17,8,Paris Attacks Overshadow Asian Summit as Obama Visits Philippines
138,LATimes|19580,0.8360441988087263,LATimes,2015-11-18,3,Political ad spending estimated at $6 billion in 2016
139,USAToday|7918,0.4967901093892127,USAToday,2015-11-20,7,Obama speaks to Italy leader about Islamic State
140,StLouisPost|16533,0.6606190534195655,StLouisPost,2015-11-17,6,Obama says Australian prime minister to visit Washington
141,USAToday|7909,0.6004623286299787,USAToday,2015-11-20,7,Mali hotel hostage siege indicates new extremist threat is re-emerging
142,WashingtonPost|6142,0.9225743068270954,WashingtonPost,2015-11-20,9,"People have more options to repay student debt, so why are defaults rising?"
143,USAToday|7820,0.9057700633019271,USAToday,2015-11-19,7,For the Record: The 50-state reality show
144,StLouisPost|16528,0.4812172844021452,StLouisPost,2015-11-17,6,Kerry in Paris to consult with French leaders on attack
145,StLouisPost|16778,0.9137541917106978,StLouisPost,2015-11-18,6,Marco Rubio wins support of Idaho billionaire VanderSloot
146,DailyNews|13828,0.7176120444938545,DailyNews,2015-11-17,2,Russian official says plane crash in Egypt was terrorist act
147,NYTimes|5463,0.81195091998659,NYTimes,2015-11-20,5,Treasury and I.R.S. Propose Rules to Curb Corporate Relocations for Tax Reasons
148,StLouisPost|16299,0.6487797285872497,StLouisPost,2015-11-15,6,"Debate Takeaways: Somber on Paris, divisions on policy"
149,WashingtonPost|5923,0.5728152237067325,WashingtonPost,2015-11-17,9,World’s richest nations agree hacking for commercial benefit is off-limits
150,NYTimes|5270,0.8797137247031939,NYTimes,2015-11-15,5,"After Outcry, Ireland Adjusts Its Corporate Tax Draw"
151,DailyNews|13835,0.8205611410863632,DailyNews,2015-11-17,2,Dean Skelos corruption trial to begin as plea talks fail
152,WashingtonPost|5840,0.7778377207996056,WashingtonPost,2015-11-15,9,Democratic candidates clash sharply in second presidential debate
153,WashingtonPost|6038,0.9160236299946165,WashingtonPost,2015-11-18,9,"Financial arm of the Department of Education falling down on the job, watchdog says"
154,LATimes|19485,0.6083957030365328,LATimes,2015-11-17,3,Speaker Paul Ryan wants House vote this week to 'pause' Syrian-refugee resettlement
155,StLouisPost|16995,0.8023775770586611,StLouisPost,2015-11-19,6,Treasury issues new rules to limit tax inversions
156,USAToday|7841,0.6959306739433078,USAToday,2015-11-19,7,Record refugee flights hit all parts of globe
157,USAToday|7670,0.7655234666796247,USAToday,2015-11-17,7,Russia: Egypt plane brought down by bomb
158,NYTimes|5302,0.681521889798212,NYTimes,2015-11-16,5,U.S. Warplanes Strike ISIS Oil Trucks in Syria
159,NYPost|15518,0.6535622095552335,NYPost,2015-11-14,4,The world grieves with Paris
160,NYPost|15703,0.6854665406167653,NYPost,2015-11-16,4,Pentagon transfers 5 Yemenis from Guantanamo Bay to UAE
161,NYPost|15984,0.6617659621181311,NYPost,2015-11-18,4,Obama’s inaction plants doubt he can keep America safe
162,USAToday|7652,0.49834289602226445,USAToday,2015-11-16,7,Paris attack prompts call for new strategy to combat Islamic State
163,BostonHerald|15595,0.6641269568830511,BostonHerald,2015-11-19,0,"With Islamic State targeted, what happens to Syria&#039;s Assad?"
164,StLouisPost|16313,0.7805730119628674,StLouisPost,2015-11-15,6,Global markets brace for short-lived jolt after Paris attacks
165,BostonHerald|14844,0.6174801248369275,BostonHerald,2015-11-14,0,Adriana Cohen: We need to take on extremists ­– today
166,WallStreetJournal|2207,0.6170220523275022,WallStreetJournal,2015-11-14,8,Terror Strike Prompts Debate on Further Intervention on Syria
167,StLouisPost|16390,0.5675213457553313,StLouisPost,2015-11-16,6,World leaders pressed for response to Paris attacks
168,USAToday|7795,0.6844036570784146,USAToday,2015-11-18,7,Va. mayor suggests internment camps over Syrian refugees
169,WashingtonPost|6143,0.6935644732665682,WashingtonPost,2015-11-20,9,These iconic American leaders were once refugees
170,WashingtonPost|5918,0.5903046532136278,WashingtonPost,2015-11-16,9,Why the GOP disagreement with Obama on Syria is less than it appears
171,WallStreetJournal|2217,0.5217330241351574,WallStreetJournal,2015-11-15,8,U.S. Is Giving Targeting Intelligence to France for Strikes on Islamic State
172,StLouisPost|16884,0.7090834827513753,StLouisPost,2015-11-19,6,Timeline of key dates in Cuba-US relations
173,ChicagoTribune|5352,0.8008062151014479,ChicagoTribune,2015-11-17,1,Morning Spin: Former NFL linebacker enters Democratic U.S. Senate race
174,StLouisPost|16895,0.7789516481493294,StLouisPost,2015-11-19,6,Unrest in Greek governing coalition ahead of reform vote
175,WallStreetJournal|2254,0.8209000135303919,WallStreetJournal,2015-11-17,8,Russia Says Bomb Brought Down Plane in Egypt
176,BostonHerald|14935,0.9191883444486274,BostonHerald,2015-11-14,0,Former Connecticut official joins tribal casino venture
177,BostonHerald|15195,0.6782078244961449,BostonHerald,2015-11-16,0,Republican lawmakers may try to block Syrian refugee plan
178,BostonHerald|15206,0.7390089593570163,BostonHerald,2015-11-16,0,Russian track stars call suspension unfair
179,USAToday|7557,0.6272869443109247,USAToday,2015-11-14,7,Republican 2016 candidates: Paris attacks sharpen national security issue
180,WashingtonPost|6166,0.6517785677764669,WashingtonPost,2015-11-20,9,U.S. military investigation: Civilians in Iraq likely killed in A-10 airstrike
181,DailyNews|13682,0.874396155221443,DailyNews,2015-11-15,2,Saturday night 2016 Democratic debate gets low ratings
182,StLouisPost|16263,0.6771922075074538,StLouisPost,2015-11-14,6,The Latest: Santorum uses Paris attacks to criticize Clinton
183,StLouisPost|17052,0.8813397718357995,StLouisPost,2015-11-20,6,Mississippi House race to be decided by luck of the 'straw'
184,NYTimes|5455,0.8241654448250781,NYTimes,2015-11-19,5,"First Draft: Bernie Sanders Defends Democratic Socialism, Calling It Route to Economic Fairness"
185,DailyNews|14009,0.9292849240063523,DailyNews,2015-11-18,2,Muslim woman defends wearing of American flag as hijab
186,DailyNews|13902,0.9460532096414054,DailyNews,2015-11-17,2,Jeb Bush gets 3% support in latest 2016 poll
187,WashingtonPost|5932,0.5109450266789458,WashingtonPost,2015-11-17,9,French leader seeks U.S. and Russian views to sharpen Islamic State fight
188,DailyNews|14111,0.752978085668201,DailyNews,2015-11-19,2,Female suicide bombers throughout the years
189,LATimes|19147,0.693856098946048,LATimes,2015-11-15,3,"In Iowa, Democrats debate how to handle  ISIS in wake of Paris terrorist attacks"
190,USAToday|7733,0.9343591643348848,USAToday,2015-11-17,7,Phoenix Wright house recommended as historic landmark
191,NYTimes|5354,0.5845920896811244,NYTimes,2015-11-17,5,Paris Attacks Complicate Hillary Clinton’s Alignment With Obama
192,StLouisPost|16756,0.5736058093093909,StLouisPost,2015-11-18,6,Bush calls for US ground forces to fight Islamic State
193,WallStreetJournal|2203,0.5595995436542097,WallStreetJournal,2015-11-14,8,Paris Attacks Add New Urgency to International Summit
194,USAToday|7579,0.821053486087049,USAToday,2015-11-15,7,Six takeaways from the second Democratic debate
195,BostonHerald|15466,0.9497028282411863,BostonHerald,2015-11-18,0,Massachusetts House approves solar &quot;net metering&quot; bill
196,BostonHerald|15140,0.8354457955640928,BostonHerald,2015-11-16,0,Parker: True Trump turns in nasty display
197,StLouisPost|16301,0.8695469793108084,StLouisPost,2015-11-15,6,AP FACT CHECK: Sanders on 1 percent; Clinton on health law
198,WashingtonPost|6056,0.9750825098114574,WashingtonPost,2015-11-19,9,Moody's: Colleges have entered the new normal of flat tuition revenue
199,NYPost|15998,0.9260799318250799,NYPost,2015-11-18,4,"Pay hikes eyed for NY judges, lawmakers"
200,NYPost|16263,0.9492966624732738,NYPost,2015-11-20,4,Investors bid up Valeant stock nearly 16 percent
201,USAToday|7589,0.6215602811735665,USAToday,2015-11-15,7,Syrian passport in Paris sparks refugee crisis questions
202,USAToday|7730,0.9087590500019713,USAToday,2015-11-17,7,Bobby Jindal ends GOP presidential campaign
203,NYTimes|5436,0.623699686750869,NYTimes,2015-11-19,5,Attacks Highlight Jihadists’ Easy Path to Syria and Back
204,WallStreetJournal|2272,0.9273630024364772,WallStreetJournal,2015-11-17,8,U.K. Government Expected to Shift Renewable Energy Policy
205,StLouisPost|16579,0.8443736428312866,StLouisPost,2015-11-17,6,Democrat has a shot to be governor in conservative Louisiana
206,WallStreetJournal|2220,0.5755323998162493,WallStreetJournal,2015-11-15,8,Black Market for Syrian Passports is Booming
207,LATimes|20131,0.6188403656364522,LATimes,2015-11-20,3,President Obama says Mali attack stiffens resolve against terrorism
208,NYPost|15508,0.926117156465604,NYPost,2015-11-14,4,Trump can’t believe voters are falling for Ben Carson’s ‘crap’
209,WashingtonPost|6015,0.8822395519378777,WashingtonPost,2015-11-18,9,Ben Carson's campaign made a U.S. map and put a bunch of states in the wrong place
210,LATimes|19341,0.7507779701668196,LATimes,2015-11-16,3,Pfizer's creative merger plan revives concerns about tax-avoiding 'inversions'
211,NYTimes|5322,0.6740562100722277,NYTimes,2015-11-16,5,First Draft: Donald Trump Repeats Call to Inspect Mosques for Signs of Terrorism
212,WallStreetJournal|2251,0.6637526794530662,WallStreetJournal,2015-11-17,8,Brussels District Is Home to Some Suspects in Paris Attacks
213,USAToday|7771,0.9303796797906282,USAToday,2015-11-18,7,"Now that Jindal is out, Trump thinks he's a ""nice guy"""
214,WallStreetJournal|2295,0.7582752683285283,WallStreetJournal,2015-11-18,8,Islamic State Tunnels Found in Iraq
215,LATimes|19478,0.7353093746365982,LATimes,2015-11-17,3,Atty. Gen. Loretta Lynch questions plans for moving Guantanamo prisoners to U.S.
216,StLouisPost|16389,0.8639454107338967,StLouisPost,2015-11-16,6,Carson sometimes deviates from GOP health care thought
217,NYTimes|5452,0.7216753826876637,NYTimes,2015-11-19,5,"House Approves Tougher Refugee Screening, Defying Veto Threat"
218,NYTimes|5232,0.5740382631948866,NYTimes,2015-11-14,5,"ISIS Claims Responsibility for Paris Attacks, Calling Them ‘Miracles’"
219,WashingtonPost|6117,0.6684350943909743,WashingtonPost,2015-11-19,9,"Looking ahead to the general election, Clinton takes hawkish stance on Syria"
220,DailyNews|14105,0.6741007423063954,DailyNews,2015-11-19,2,ISIS is pursuing use of chemical weapons: officials
221,NYTimes|5282,0.7890558178441157,NYTimes,2015-11-16,5,First Draft: Hillary Clinton Takes a More Defined Stance on ISIS
222,USAToday|7931,0.9504738554029248,USAToday,2015-11-20,7,"Watchdog: IRS should spend less time auditing rich, more time on super-rich"
223,LATimes|19490,0.6331300311089383,LATimes,2015-11-17,3,"Israeli officials outlaw chapter of the Islamic Movement, drawing criticism"
224,NYTimes|5485,0.8092177986972089,NYTimes,2015-11-20,5,First Draft: Donald Trump’s Call for Muslim Registry Denounced by Democrats
225,StLouisPost|16977,0.6546870384762666,StLouisPost,2015-11-19,6,Saudi Arabia will host conference to unite Syrian opposition
226,ChicagoTribune|5272,0.5131165684179215,ChicagoTribune,2015-11-15,1,"Paris terror attacks: Suspect identified as France mourns, seeks clues"
227,NYTimes|5479,0.64922316152821,NYTimes,2015-11-20,5,"For Russia, Links Between Caucasus and ISIS Provoke Anxiety"
228,NYPost|15701,0.7538162590287857,NYPost,2015-11-16,4,Republican candidates bash Hillary Clinton for refusing to say ‘radical Islam’
